City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
162,Bismarck,US,2022-10-05 20:07:36,46.8083,-100.7837,299.06,40,0,7.2
163,Ribeira Grande,PT,2022-10-05 20:07:37,38.5167,-28.7,294.37,88,75,4.12
164,Rocha,UY,2022-10-05 20:07:37,-34.4833,-54.3333,291.62,63,90,6.15
165,Butaritari,KI,2022-10-05 20:07:38,3.0707,172.7902,300.81,71,9,9.06
166,Havelock,US,2022-10-05 20:07:38,34.8791,-76.9013,295.36,61,75,5.14
167,Anadyr,RU,2022-10-05 20:07:38,64.75,177.4833,278.71,93,97,17.88
168,Hambantota,LK,2022-10-05 20:03:33,6.1241,81.1185,299.06,81,100,7.41
169,Yumen,CN,2022-10-05 20:07:39,40.2833,97.2,278.2,58,6,1.87
170,Gouyave,GD,2022-10-05 20:07:39,12.1646,-61.7296,298.96,82,100,8.93
171,Airai,TL,2022-10-05 20:04:40,-8.9266,125.4092,288.13,79,89,1.02
172,Saint-Louis,SN,2022-10-05 20:07:40,16.3333,-15.0,310.77,17,10,2.45
173,Carballo,ES,2022-10-05 20:07:40,43.213,-8.691,290.24,94,100,4.35
174,Ilulissat,GL,2022-10-05 20:07:41,69.2167,-51.1,270.16,63,20,0.51
175,Bara,NG,2022-10-05 20:07:41,10.3744,10.7288,297.06,82,15,1.57
176,Yarada,IN,2022-10-05 20:07:41,17.65,83.2667,299.33,94,75,1.54
177,Vestmannaeyjar,IS,2022-10-05 20:07:42,63.4427,-20.2734,280.85,70,82,8.42
178,Santa Cruz,BO,2022-10-05 20:07:42,-17.8,-63.1667,305.18,51,40,12.86
179,Kaitangata,NZ,2022-10-05 20:07:42,-46.2817,169.8464,275.9,83,100,6.39
180,Okmulgee,US,2022-10-05 20:07:43,35.6234,-95.9605,304.27,23,0,3.6
181,Port Augusta,AU,2022-10-05 20:08:43,-32.5,137.7667,287.38,81,0,0.71
182,Gizo,SB,2022-10-05 20:08:44,-8.103,156.8419,300.78,75,67,3.51
183,Mount Isa,AU,2022-10-05 20:08:44,-20.7333,139.5,293.02,100,65,3.09
184,San Jeronimo,PE,2022-10-05 20:08:44,-11.9472,-75.2829,292.61,27,35,1.71
185,Narsaq,GL,2022-10-05 20:08:45,60.9167,-46.05,277.27,90,100,5.33
186,North Bend,US,2022-10-05 20:05:26,43.4065,-124.2243,291.1,85,0,5.14
187,Yar-Sale,RU,2022-10-05 20:08:45,66.8333,70.8333,273.72,90,26,3.94
188,Zhangjiakou,CN,2022-10-05 20:08:46,40.81,114.8794,278.77,22,98,0.7
189,Cidreira,BR,2022-10-05 20:08:46,-30.1811,-50.2056,291.15,76,54,7.49
190,Svetlaya,RU,2022-10-05 20:08:46,46.5389,138.3297,275.29,65,6,4.42
191,Torbay,CA,2022-10-05 20:08:47,47.6666,-52.7314,290.24,55,5,1.79
192,Serra Talhada,BR,2022-10-05 20:06:21,-7.9919,-38.2983,307.02,22,28,6.84
193,General Roca,AR,2022-10-05 20:08:47,-39.0333,-67.5833,296.27,16,0,7.65
194,San Patricio,US,2022-10-05 20:05:50,28.017,-97.5169,305.12,33,48,3.92
195,Ponta Delgada,PT,2022-10-05 20:08:48,37.7333,-25.6667,295.1,88,75,2.57
196,Mirnyy,RU,2022-10-05 20:08:48,62.5353,113.9611,273.28,74,97,4.02
197,Faanui,PF,2022-10-05 20:08:49,-16.4833,-151.75,298.48,75,40,11.76
198,Beringovskiy,RU,2022-10-05 20:08:49,63.05,179.3167,279.92,92,100,12.51
199,Tiksi,RU,2022-10-05 20:08:49,71.6872,128.8694,268.24,78,96,8.61
200,Oktyabrskiy,RU,2022-10-05 20:08:50,54.4815,53.471,281.15,79,100,4.56
201,Lincoln,US,2022-10-05 20:07:12,40.8,-96.667,297.75,52,100,4.63
202,Steti,CZ,2022-10-05 20:08:50,50.453,14.3742,288.65,84,100,2.66
203,Severomuysk,RU,2022-10-05 20:08:51,56.1481,113.4267,257.56,93,57,1.41
204,Half Moon Bay,US,2022-10-05 20:08:51,37.4636,-122.4286,301.94,73,100,3.6
205,Vanimo,PG,2022-10-05 20:08:51,-2.6741,141.3028,298.55,90,100,2.71
206,Tucupita,VE,2022-10-05 20:08:52,9.0622,-62.051,298.35,94,100,2.45
207,Kumluca,TR,2022-10-05 20:08:52,36.3703,30.2869,295.86,66,0,2.76
208,Enumclaw,US,2022-10-05 20:07:40,47.2043,-121.9915,292.33,47,91,2.18
209,Guarapuava,BR,2022-10-05 20:08:53,-25.3953,-51.4581,290.89,93,100,1.31
210,Tautira,PF,2022-10-05 20:08:53,-17.7333,-149.15,297.83,72,18,10.79
211,Baykit,RU,2022-10-05 20:08:54,61.67,96.37,272.45,98,100,1.23
212,Vardo,NO,2022-10-05 20:08:54,70.3705,31.1107,280.14,70,75,8.23
213,Mar Del Plata,AR,2022-10-05 20:08:55,-38.0023,-57.5575,289.16,87,100,5.14
214,Flin Flon,CA,2022-10-05 20:08:55,54.7682,-101.865,278.59,35,5,5.46
215,Dong Xoai,VN,2022-10-05 20:08:55,11.5333,106.9167,296.02,96,100,1.47
216,Cedar Lake,US,2022-10-05 20:08:56,41.3648,-87.4411,299.24,28,100,2.49
217,Blackwater,AU,2022-10-05 20:08:56,-23.5833,148.8833,290.38,89,30,3.77
218,Plettenberg Bay,ZA,2022-10-05 20:08:57,-34.0527,23.3716,286.17,86,100,1.79
219,Ancud,CL,2022-10-05 20:08:57,-41.8697,-73.8203,282.27,92,100,11.46
220,Keflavik,IS,2022-10-05 20:08:57,64.0049,-22.5624,279.39,81,75,3.6
221,Port-Gentil,GA,2022-10-05 20:08:58,-0.7193,8.7815,299.13,83,40,3.6
222,Hasaki,JP,2022-10-05 20:08:58,35.7333,140.8333,288.37,80,100,10.17
223,Champerico,GT,2022-10-05 20:08:59,14.3,-91.9167,307.45,73,100,2.48
224,Bethel,US,2022-10-05 20:08:59,41.3712,-73.414,290.2,86,100,1.54
225,Camocim,BR,2022-10-05 20:08:22,-2.9022,-40.8411,301.48,66,50,9.39
226,San Ignacio,BZ,2022-10-05 20:09:00,17.1561,-89.0714,304.23,62,75,2.06
227,Hamilton,US,2022-10-05 20:06:07,39.1834,-84.5333,299.12,30,0,1.34
228,Bemidji,US,2022-10-05 20:06:30,47.4736,-94.8803,296.03,52,0,4.63
229,Wewak,PG,2022-10-05 20:10:00,-3.5534,143.6268,299.63,85,100,2.99
230,Boende,CD,2022-10-05 20:10:01,-0.2167,20.8667,293.65,95,100,0.56
231,Kumano,JP,2022-10-05 20:10:01,34.3442,132.5894,291.66,73,96,4.0
232,Sao Joao Da Barra,BR,2022-10-05 20:07:10,-21.6403,-41.0511,297.2,85,73,4.96
233,Aitape,PG,2022-10-05 20:10:02,-3.1374,142.3475,298.86,87,100,3.2
234,Haines Junction,CA,2022-10-05 20:10:02,60.7522,-137.5108,282.0,79,100,0.76
235,Corralillo,CU,2022-10-05 20:10:03,22.9819,-80.5856,301.43,65,24,4.93
236,Nouadhibou,MR,2022-10-05 20:10:03,20.931,-17.0347,299.33,59,28,7.11
237,Uruguaiana,BR,2022-10-05 20:10:04,-29.7547,-57.0883,299.11,61,0,1.54
238,Teguldet,RU,2022-10-05 20:10:04,57.3064,88.1667,274.66,98,100,2.39
239,Herat,AF,2022-10-05 20:10:05,34.5,62.0,287.17,14,0,5.97
240,Bonthe,SL,2022-10-05 20:07:13,7.5264,-12.505,298.85,86,100,2.81
241,Kontagora,NG,2022-10-05 20:10:05,10.3999,5.4695,295.72,87,95,6.07
242,La Maddalena,IT,2022-10-05 20:10:06,41.2142,9.4083,290.24,75,2,4.92
243,Sitka,US,2022-10-05 20:10:06,57.0531,-135.33,288.09,88,100,7.2
244,Esperance,AU,2022-10-05 20:10:07,-33.8667,121.9,283.75,77,64,8.51
245,Sao Jose Da Coroa Grande,BR,2022-10-05 20:10:08,-8.8978,-35.1478,299.14,79,10,3.85
246,Chegutu,ZW,2022-10-05 20:10:08,-18.1302,30.1407,297.23,23,0,4.45
247,Huarmey,PE,2022-10-05 20:10:09,-10.0681,-78.1522,292.44,69,4,5.89
248,Sur,OM,2022-10-05 20:07:22,22.5667,59.5289,300.72,60,1,4.28
249,Khandyga,RU,2022-10-05 20:10:09,62.6667,135.6,261.35,92,33,0.9
250,Margate,GB,2022-10-05 20:10:10,51.3813,1.3862,287.21,70,11,1.79
251,Lac Du Bonnet,CA,2022-10-05 20:10:10,50.2536,-96.0612,290.71,41,54,6.03
252,Gushi,CN,2022-10-05 20:10:11,34.6425,109.5843,280.85,85,100,0.52
253,Tashtyp,RU,2022-10-05 20:10:12,52.7939,89.8983,275.13,96,100,3.41
254,Miri,MY,2022-10-05 20:10:12,4.4148,114.0089,298.19,91,97,2.49
255,Kuching,MY,2022-10-05 20:10:13,1.55,110.3333,298.27,94,20,1.54
256,Puerto Escondido,MX,2022-10-05 20:10:13,15.85,-97.0667,303.61,58,20,3.09
257,Fergus Falls,US,2022-10-05 20:10:14,46.283,-96.0776,296.74,53,40,4.63
258,Gualeguay,AR,2022-10-05 20:10:14,-33.1416,-59.3097,299.03,24,100,5.09
259,Waddan,LY,2022-10-05 20:10:15,29.1614,16.139,296.69,57,0,5.63
260,Kushima,JP,2022-10-05 20:10:15,31.4583,131.2333,294.0,86,54,2.39
261,Agadir,MA,2022-10-05 20:08:46,30.4202,-9.5982,292.4,69,11,1.99
262,Mahebourg,MU,2022-10-05 20:10:16,-20.4081,57.7,295.31,73,20,3.6
263,San Quintin,MX,2022-10-05 20:10:16,30.4833,-115.95,296.04,71,12,4.31
264,Geraldton,AU,2022-10-05 20:10:17,-28.7667,114.6,285.38,87,75,3.6
265,Markova,UA,2022-10-05 20:10:17,48.6758,24.4138,281.03,78,100,3.05
266,Nerang,AU,2022-10-05 20:10:18,-27.9833,153.3333,290.7,93,100,1.32
267,Bengkulu,ID,2022-10-05 20:10:18,-3.8004,102.2655,297.65,84,100,1.41
268,Kawalu,ID,2022-10-05 20:10:18,-7.3817,108.2082,294.65,97,97,0.15
269,Arraial Do Cabo,BR,2022-10-05 20:10:19,-22.9661,-42.0278,295.07,78,100,4.12
270,Villarrica,PY,2022-10-05 20:10:19,-25.75,-56.4333,299.22,70,10,4.94
271,Villa Carlos Paz,AR,2022-10-05 20:10:20,-31.4241,-64.4978,285.31,47,100,4.47
272,Yegorlykskaya,RU,2022-10-05 20:11:20,46.5656,40.6562,285.21,62,4,2.7
273,Isangel,VU,2022-10-05 20:11:20,-19.55,169.2667,296.46,72,29,4.45
274,Cheyenne,US,2022-10-05 20:10:21,41.14,-104.8203,291.36,33,0,3.58
275,Synya,RU,2022-10-05 20:11:21,65.3718,58.0387,279.24,88,100,2.14
276,Temir,KZ,2022-10-05 20:11:21,49.1414,57.13,283.05,24,88,4.75
277,Meulaboh,ID,2022-10-05 20:11:22,4.1363,96.1285,296.59,93,100,1.3
278,Qui Nhon,VN,2022-10-05 20:11:22,13.7667,109.2333,298.38,90,100,2.68
279,Les Cayes,HT,2022-10-05 20:11:23,18.2,-73.75,303.25,66,73,2.47
280,Abu Kamal,SY,2022-10-05 20:11:23,34.4506,40.9171,302.71,26,3,3.21
281,Adrar,MR,2022-10-05 20:11:24,20.5022,-10.0711,308.65,12,7,4.88
282,Parksville,CA,2022-10-05 20:11:24,49.3163,-124.3195,295.15,71,94,1.34
283,Derzhavinsk,KZ,2022-10-05 20:11:24,51.1,66.3167,283.19,34,99,3.67
284,Ambon,ID,2022-10-05 20:11:25,-3.6954,128.1814,297.23,94,20,3.09
285,Delta Del Tigre,UY,2022-10-05 20:11:25,-34.7633,-56.3853,293.38,64,40,5.66
286,Saint-Augustin,CA,2022-10-05 20:07:09,51.226,-58.6502,287.67,66,25,5.37
287,Hervey Bay,AU,2022-10-05 20:07:35,-25.2986,152.8535,290.38,84,56,4.92
288,Lushoto,TZ,2022-10-05 20:11:26,-4.7833,38.2833,286.74,89,20,1.23
289,El Fuerte,MX,2022-10-05 20:11:27,26.4189,-108.6194,304.97,39,0,2.27
290,Supe,PE,2022-10-05 20:11:27,-10.8,-77.7333,291.48,69,6,5.94
291,Fereydun Kenar,IR,2022-10-05 20:11:28,36.6864,52.5225,296.88,68,0,1.15
292,Hovd,MN,2022-10-05 20:11:28,48.0056,91.6419,275.5,34,44,2.16
293,Lorengau,PG,2022-10-05 20:11:28,-2.0226,147.2712,301.09,74,41,5.15
294,Kuala Terengganu,MY,2022-10-05 20:11:29,5.3302,103.1408,298.56,88,99,2.1
295,Tigil,RU,2022-10-05 20:11:29,57.8,158.6667,274.4,71,79,11.12
